"","panjivarecordid","billOfLadingNumber","shpmtDate","shpName","shpFullAddress","shpRoute","shpCity","shpStateRegion","shpPostalCode","shpCountry","shpPanjivaId","shpOriginalFormat","carrier","shpmtDestination","portOfLading","portOfLadingRegion","portOfLadingCountry","portOfUnlading","portOfUnladingRegion","portofUnladingCountry","placeOfReceipt","vessel","vesselCountry","transportFlightCode","isContainerized","volumeTEU","itemquantity","weightkg","weightt","weightoriginalformat","valueofgoodsusd","equipmenttype","equipmentdimensions","dividedlcl","filedate"
"251",37598895,"ONEYRICVJJ739900",2020-01-19,"Hankyu Hanshin Express (USA) Inc.","DALLAS BRANCH1225 MUSTANG DRIVE, SUITE 800DFW INTERNATIONAL AIRPORT TX75261 UNITED STATESPHONE: +1 817-251-9491","2400 Aviation Drive","DFW Airport","Texas","75261","United States","28243066","Hankyu Hanshin Express (Usa) Inc.","ONEY - Ocean Network Express Pte Ltd","South Korea","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Los Angeles, Ca","Ym Modesty","","",1,2,"See Container Quantities column","19079",19.079,"19079.0 kg","33700",NA,"","",2020-02-11
"252",37599095,"ONEYRICA01335401",2020-01-19,"Swift Beef Co.","PROMONTORY CIRCLE GREELEY 80634","Promontory Circle","Greeley","Colorado","80634","United States","28233949","Swift Beef Company","ONEY - Ocean Network Express Pte Ltd","South Korea","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Los Angeles, Ca","Ym Modesty","","",1,2,"See Container Quantities column","23588",23.588,"23588.0 kg","139000",NA,"","",2020-02-11
"253",34035001,"HLCUBSC2008BNPG0",2020-09-03,"Intermodal Tank Transport","2537 S.GESSNER HOUSTON TEXAS 77063","2537 South Gessner Road","Houston","Texas","77063","United States","27856448","Intermodal Tank Transport (Usa)","HLCU - Hapag Lloyd A G","Brazil","Houston, Houston, Texas","Southwest Region","United States","Sao Paulo, Brazil","South America","Brazil","Ushou; Houston, Tx","Tucapel","","",1,6,"See Container Quantities column","119358.3",119.3583,"119358.3 kg","402000",NA,"","",2020-09-27
"254",34035061,"HLCUBSC2007BPUO3",2020-09-03,"Kuehne & Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne + Nagel,Inc. Fmc001162 Nf","HLCU - Hapag Lloyd A G","Peru","Houston, Houston, Texas","Southwest Region","United States","Cartagena, Colombia","South America","Colombia","Ushou; Houston, Tx","Tucapel","","",1,1,"See Container Quantities column","15998",15.998,"15998.0 kg","",NA,"","",2020-09-27
"255",34035241,"HLCUBSC200800460",2020-09-03,"Kuehne & Nagel Inc.","7850 NW 25TH ST DORAL FLORIDA 33122 USA","7850 Northwest 25th Street","Doral","Florida","33122","United States","27802287","Kuehne + Nagel,Inc. Fmc001162 Nf","HLCU - Hapag Lloyd A G","Spain","Houston, Houston, Texas","Southwest Region","United States","Cartagena, Colombia","South America","Colombia","Ushou; Houston, Tx","Tucapel","","",1,1,"See Container Quantities column","19731.25",19.73125,"19731.25 kg","",NA,"","",2020-09-27
"256",32695821,"SUDU20001AKXM18Y",2020-01-01,"Covestro Llc","100 BAYER ROAD PITTSBURGH, PA 15205-9741","100 Bayer Road","Pittsburgh","Pennsylvania","15205","United States","37606235","Covestro, Llc 1 Covestro Circle Pittsburgh, Pa 15205","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Suape, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,6,"See Container Quantities column","110676",110.676,"110676.0 kg","252000",NA,"","",2020-01-22
"257",38556733,"ONEYRICAR6816800",2020-06-18,"Georgia Pacific Bleached Board","133 PEACHTREE ST. N.E. ATLANTA, GA 30303 US ATLANTA GEORGIA 30303","133 Peachtree Street Northeast","Atlanta","Georgia","30303","United States","40717430","Georgia Pacific","ONEY - Ocean Network Express Pte Ltd","South Korea","Jacksonville, Florida","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","3816.53",3.81653,"3816.53 kg","",NA,"","",2020-07-12
"258",32695861,"SUDU29001AKXMUFP",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Barao De Teffe, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","18936.87",18.93687,"18936.87 kg","704000",NA,"","",2020-01-22
"259",32695941,"SUDU20001AKXMN9D",2020-01-01,"Carotrans International Inc. 18 Wes","100 22ND ST. OAKBROOK TERRACE IL 60181","100 West 22nd Street","Lombard","Illinois","60148","United States","46056212","Carotrans International, Inc 7200 Nw 19 Th Street, Suite 505 Ein: 36 4278733 Miami Fl 33126","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Sao Paulo, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,12,"See Container Quantities column","75597.92",75.59792,"75597.92 kg","",NA,"","",2020-01-22
"260",32695961,"SUDU29001AKXMTN6",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Sao Paulo, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,1,"See Container Quantities column","13856.4",13.8564,"13856.4 kg","96600",NA,"","",2020-01-22
"261",34035361,"MEDUUA214763",2020-09-03,"Polymed Distribution FZE","ROOM NUMBER : 2107, 21ST FLOOR JAFZA VIEW 18, JEBEL ALI FREE ZONE DUBAI, UNITED ARAB EMIRATES PHONE NO : +9714-8865848 FAX NO : +9714-8865949","","","","","United States","22697466","Polymed Distribution Fze","MSCU - Msc Mediterranean Shipping Company S A","Egypt","Houston, Houston, Texas","Southwest Region","United States","Alexandria, Egypt","Northern Africa","Egypt","","Msc Vittoria","","",1,1,"See Container Quantities column","12664.21",12.66421,"12664.21 kg","17700",NA,"","",2020-09-27
"262",32696061,"SUDU29001AKP4NZM",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Colombia","Houston, Houston, Texas","Southwest Region","United States","Barranquilla, Colombia","South America","Colombia","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","39960",39.96,"39960.0 kg","75300",NA,"","",2020-01-22
"263",38556933,"ONEYRICAR5346500",2020-06-18,"Georgia Pacific Bleached Board","133 PEACHTREE ST. N.E. ATLANTA, GA 30303 US ATLANTA GEORGIA 30303","133 Peachtree Street Northeast","Atlanta","Georgia","30303","United States","40717430","Georgia Pacific","ONEY - Ocean Network Express Pte Ltd","Taiwan","Jacksonville, Florida","Southeast Region","United States","Kaohsiung, Taiwan","Eastern Asia","Taiwan","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","3816.53",3.81653,"3816.53 kg","",NA,"","",2020-07-12
"264",32696101,"SUDU29001AKXM49A",2020-01-01,"Modaltrade USA Inc.","11155 NW 33 STREET UNIT B DORAL, FL 33172","11155 Northwest 33rd Street","Doral","Florida","33172","United States","44306904","Modaltrade Usa,Inc. 11155 Nw 33rd St (Unit B), Miami, Fl 33172. United States","SUDU - Hamburg Sued","Philippines","Houston, Houston, Texas","Southwest Region","United States","San Antonio, Chile","South America","Chile","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","16528",16.528,"16528.0 kg","",NA,"","",2020-01-22
"265",32696141,"SUDU29001AKXMXSF",2020-01-01,"Nuco Logistics Inc. As Nvocc","FOR E.R. CARPENTER, L.P.500 S KRAEMER BLVD., STE 307BREA, CA 92821UNITED STATES","500 South Kraemer Boulevard","Brea","California","92821","United States","46815025","Nuco Logistics, Inc. As Nvocc For E.R. Carpenter L.P. 500 S.Kraemer Blvd Suite 307 Brea California 92821 United States","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Port Itapoa, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,4,"See Container Quantities column","92466.39",92.46639,"92466.39 kg","210000",NA,"","",2020-01-22
"266",38558913,"ONEYRICAT9092701",2020-06-18,"Kawanishi Warehouse Co.","550-3 ECCLES AV SOUTH SAN FRANSCISCO CA 94080 USA","550 Eccles Avenue","South San Francisco","California","94080","United States","27842545","Kawanishi Warehouse Co., Ltd","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Nagoya, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",NA,NA,"See Container Quantities column","23166",23.166,"23166.0 kg","94000",NA,"","",2020-07-12
"267",34035751,"MEDUUA245882",2020-09-03,"Advanced Logistics","11190 NW 25 ST BUILDING 5 SUITE 120 MIAMI, FLORIDA 33172 UNITED STATES","3301 Northwest 97th Avenue","Miami","Florida","33172","United States","45818812","Advanced Logistics Inc","MSCU - Msc Mediterranean Shipping Company S A","Guatemala","Port of New Orleans, New Orleans, Louisiana","South Central Region","United States","Puerto Barrios, Guatemala","Central America","Guatemala","Shreveport, La","Seaspan Calicanto","","",1,1,"See Container Quantities column","16982.49",16.98249,"16982.49 kg","83900",NA,"","",2020-09-27
"268",32695921,"SUDU20001AKXMGXH",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Brazil","Houston, Houston, Texas","Southwest Region","United States","Sao Paulo, Brazil","South America","Brazil","Houston Tx Us","Monte Verde","","",1,1,"See Container Quantities column","16588.52",16.58852,"16588.52 kg","12600",NA,"","",2020-01-22
"269",34035931,"HLCUBSC2008BHEQ6",2020-09-03,"Tyson Foods Inc.","2200 WEST DON TYSON PARKWAY SPRINGDALE, AR 72762-6999","2200 Don Tyson Parkway","Springdale","Arkansas","72762","United States","27812648","Tyson Foods, Inc.","HLCU - Hapag Lloyd A G","China","Georgia Ports Authority, Savannah, Georgia","Southeast Region","United States","Hong Kong, Hong Kong","Eastern Asia","Hong Kong","Usmem; Memphis, Tn","Mol Creation","","",1,10,"See Container Quantities column","195781",195.781,"195781.0 kg","",NA,"","",2020-09-27
"270",38556673,"ONEYRICAR6810900",2020-06-18,"Georgia Pacific Bleached Board","133 PEACHTREE ST. N.E. ATLANTA, GA 30303 US ATLANTA GEORGIA 30303","133 Peachtree Street Northeast","Atlanta","Georgia","30303","United States","40717430","Georgia Pacific","ONEY - Ocean Network Express Pte Ltd","South Korea","Jacksonville, Florida","Southeast Region","United States","Busan, South Korea","Eastern Asia","South Korea","Us Jacksonville, Fl","Mol Creation","","",1,2,"See Container Quantities column","3816.53",3.81653,"3816.53 kg","",NA,"","",2020-07-12
"271",38559613,"ONEYRI0RP4807903",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","1214.4",1.2144,"1214.4 kg","10300",NA,"","",2020-07-12
"272",32695781,"SUDU29001AKXMSE8",2020-01-01,"","","","","","","","","","SUDU - Hamburg Sued","Colombia","Houston, Houston, Texas","Southwest Region","United States","Cartagena, Colombia","South America","Colombia","Houston Tx Us","Monte Verde","","",1,2,"See Container Quantities column","36779",36.779,"36779.0 kg","4264000",NA,"","",2020-01-22
"273",34043671,"HLCUBSC2008ATJF5",2020-09-03,"Seagull Maritime Agencies","55 MADISON AVENUE, SUITE #400 , MORRISTOWN, NEW JERSEY , 07960 HILLSBORO OREGON 97123","55 Madison Avenue","Morristown","New Jersey","07960","United States","44288186","Seagull Maritime Agencies Pvt Ltd","HLCU - Hapag Lloyd A G","United Kingdom","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Southhampton, United Kingdom","Northern Europe","United Kingdom","Uslax; Los Angeles, Ca","Nyknebula","","",1,4,"See Container Quantities column","16874.79",16.87479,"16874.79 kg","29800",NA,"","",2020-09-28
"274",32696201,"SUDU29001AKVAN1U",2020-01-01,"Draco Freight Logistics Corp.","8140 NW 74TH AVENUE SUITE 18 MEDLEY, FL 33166","8544 Nina Street","Medley","Florida","33166","United States","33670389","Draco Freight Logistics Corporation 7950 Nw 77th Street, Suite 3 Miami, Fl. 33166 United States","SUDU - Hamburg Sued","Brazil","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","United States","Suape, Brazil","South America","Brazil","Port Everglades F","Dublin Express","","",1,2,"See Container Quantities column","13045",13.045,"13045.0 kg","",NA,"","",2020-01-22
"275",34043821,"HLCUBSC2008BEHF3",2020-09-03,"Atlantic Express Corp., Ein # 36416","7315 7751 W. 88TH ST. 60455 BRIDGEVIEW ILLINOIS","7751 West 88th Street","Bridgeview","Illinois","60455","United States","73276470","Atlantic Express Corp., Ein # 36416","HLCU - Hapag Lloyd A G","Netherlands","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Uslax; Los Angeles, Ca","Nyknebula","","",1,2,"See Container Quantities column","6847.88",6.84788,"6847.88 kg","",NA,"","",2020-09-28
"276",32696241,"SUDU20001AKVA003",2020-01-01,"Bon Bini Cargo Consolidators","103010 NW 108 AV MIAMI FLORIDA CP 33178 MIAMI","10301 Northwest 108th Avenue","Medley","Florida","33178","United States","27957179","Bon Bini Cargo Consolidators 10301 Nw 108 Ave Ste 2 Usa Miami Fl 33178","SUDU - Hamburg Sued","Colombia","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","United States","Buenaventura, Colombia","South America","Colombia","Port Everglades F","Dublin Express","","",1,2,"See Container Quantities column","8867.82",8.86782,"8867.82 kg","",NA,"","",2020-01-22
"277",34043941,"HLCULGB200810119",2020-09-03,"Direct Exp. Co. Inc.","230 W. CAROB ST RANCHO DOMINGUEZ, CA 90220","303 West Artesia Boulevard","Compton","California","90220","United States","45972464","Direct Express, Inc.","HLCU - Hapag Lloyd A G","Netherlands","The Port of Los Angeles, Los Angeles, California","Pacific Region","United States","Rotterdam, Netherlands","Western Europe","Netherlands","Uslax; Los Angeles, Ca","Nyknebula","","",1,2,"See Container Quantities column","5776",5.776,"5776.0 kg","",NA,"","",2020-09-28
"278",38559753,"ONEYRI0RP4815801",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","13239.3",13.2393,"13239.3 kg","72100",NA,"","",2020-07-12
"279",38559833,"ONEYRI0RP4821500",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","16623.7",16.6237,"16623.7 kg","141000",NA,"","",2020-07-12
"280",32696341,"SUDU29001AKVAUM5",2020-01-01,"Atec Logistics Llc Nvocc For","2170 W STATE ROAD 434 LONGWOOD FLORIDA 32779","2170 West State Road 434","Longwood","Florida","32779","United States","67133425","Atec Logistics Llc Nvocc For Cheney Brothers,Inc 2170 West Sr 434. Suite 400 Longwood, Fl 32779 United States Fmc: 021598 F","SUDU - Hamburg Sued","Chile","Port Of Entry-Port Everglades/Fort Lauderdale, Port Everglades, Florida","Southeast Region","United States","San Antonio, Chile","South America","Chile","Port Everglades F","Dublin Express","","",1,2,"See Container Quantities column","14916.38",14.91638,"14916.38 kg","29100",NA,"","",2020-01-22
"281",38559933,"ONEYRICAP8374700",2020-06-18,"United Cargo Management Inc.","225 SEVEN FARM DR. STE. 203 CHARLESTON, SC - 29492 CHARLESTON SOUTH CAROLINA 29492","","","","","United States","27796931","United Cargo Management Inc.","ONEY - Ocean Network Express Pte Ltd","Belgium","Houston, Houston, Texas","Southwest Region","United States","Antwerp, Belgium","Western Europe","Belgium","Us Houston, Tx","Mol Gratitude","","",1,2,"See Container Quantities column","19985.26",19.98526,"19985.26 kg","728000",NA,"","",2020-07-11
"282",38559953,"ONEYRI0RP4828500",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","18097.6",18.0976,"18097.6 kg","153000",NA,"","",2020-07-12
"283",38560073,"ONEYRI0RP4845400",2020-06-18,"Tyson Fresh Meats","800 STEVENS PORT DRIVE DAKOTA DUNES, SD 57049","Stevens Port Drive","","South Dakota","57049","United States","27817575","Tyson Fresh Meats, Inc.","ONEY - Ocean Network Express Pte Ltd","Japan","Port of Oakland, Oakland, California","Pacific Region","United States","Tokyo, Japan","Eastern Asia","Japan","Us Oakland, Ca","Nyk Altair","","",1,2,"See Container Quantities column","16807.3",16.8073,"16807.3 kg","55800",NA,"","",2020-07-12
