"","panjivarecordid","billofladingnumber","arrivaldate","conname","confulladdress","conroute","concity","constateregion","conpostalcode","concountry","conpanjivaid","conoriginalformat","shpname","shpfulladdress","shproute","shpcity","shpstateregion","shppostalcode","shpcountry","shppanjivaid","shporiginalformat","carrier","notifyparty","notifypartyscac","billofladingtype","masterbillofladingnumber","shpmtorigin","shpmtdestination","shpmtdestinationregion","portofunlading","portofunladingregion","portoflading","portofladingregion","portofladingcountry","placeofreceipt","transportmethod","vessel","vesselvoyageid","vesselimo","iscontainerized","volumeteu","quantity","measurement","weightkg","weightt","weightoriginalformat","valueofgoodsusd","frob","manifestnumber","inbondcode","numberofcontainers","haslcl","filedate"
"283",189764470,"DMALSHAB72100",2020-05-15,"Colgate Oral Pharmaceuticals","1915 SNAPPS FERRY RD GREENVILLE 0 TENNESSEE TN 37745 US","1915 Snapps Ferry Road","Greeneville","Tennessee","37745","United States",27813839,"COLGATE ORAL PHARMACEUTICAL 1915 SNAPPS FERRY ROAD GREENVILLE TN37745 US TE+14235258488","Colgate Sanxiao Co., Ltd.","NO.1 SANXIAO ROAD, HANGJI TOWN, HANJIANG COUNTY, YANGZHOU, JIANGSU, CCHINA","","","","","China",45979525,"COLGATE SANXIAO CO LTD NO 8 GAOLUJIE ROAD GUANGLING DISTRI CT YANGZHOU CN","DMAL - Danmar Lines Ltd","DHL GLOBAL FORWARDING 33 WASHINGTON STREET, 13TH FLOOR, NEWARK NJ07102 US TE+19736391989","DMAL - Danmar Lines Ltd","House","ZIMUSNH1192525","China","The Port of Charleston, Charleston, South Carolina","Southeast Region","The Port of Charleston, Charleston, South Carolina","Southeast Region","Shanghai, China","Eastern Asia","China","SHANGHAI","Maritime","TIANJIN","34E",9398462,1,9,"10144 CTN","1 CM",21395,21.395,"21395 KG",NA,NA,1,"",5,NA,2020-05-16
"284",189764630,"SUDU20297AMZILEC",2020-05-10,"Penn Warehouseing & Distribution","2147 SOUTH COLUMBUS BOULEVARD PHILADELPHIA, PA 19148","2147 South Columbus Boulevard","Philadelphia","Pennsylvania","19148","United States",45873638,"PASCO WAREHOUSE 7250 PASCHALL AVE. PHILADELPHI 19142 UNITED STATES 19142 UNITED STATES PA19142 US","Greenwich Metals Inc. (946503)","5 GREENWICH OFFICE PARK GREENWICH CT 06831 UNITED STATES -1344932","5 Greenwich Office Park","Greenwich","Connecticut","06831","United States",63413904,"GREENWICH METALS, INC (946593) 5 GREENWICH OFFICE PARK, SUITE TAX ID:06-1344932 GREENWICH,CT 06831, CT06831 US","SUDU - Hamburg Sued","JOHN S. CONNOR, INC 799 CROMWELL PARK DRIVE,SUITE, UNITED STATES, TAX ID:5215545176 MD21061 US","","Simple","","United States","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Altamira, Mexico","Central America","Mexico","ALTAMIRA MX","Maritime","MSC CHARLESTON","018E",9299537,1,2,"46 PCS","",48646,48.646,"48646 KG",85800,NA,430496,"",2,NA,2020-05-16
"285",189764890,"CMDUVIE0172610",2020-05-16,"Red Bull North America","1740 STEWART STREET SANTA MONICA, CA 90404","1740 Stewart Street","Santa Monica","California","90404","United States",27904859,"RED BULL NORTH AMERICA INC. 1740 STEWART STREET 90404 SANTA MONICA US CHRISTOPHER.DIXON REDBULL.COM TETEL +1 310 4604586","Red Bull GmbH Austria","POSTSTRASE 3 6341 BAAR CH BAAR 6341 CH","3 Poststrasse","Baar","Canton of Zug","6340","Switzerland",2552203,"RED BULL GMBH AUSTRIA C/O RED BULL AG POSTSTRASSE 3 CH 6341 BAAR","CMDU - Cma Cgm","GEODIS LOGISTICS 475 LILLARD DRIVE, 89434 SPARKS, NV US  ;  KUEHNE   NAGEL 2155 EAST 220TH STREET, 90810 CARSON US US, ATTN MR. ALEX VELASCO, TETEL +1 310 384 3431","","Simple","","Switzerland","Illinois International Port District, Chicago, Illinois","North Central Region","Port of Virginia, Norfolk, Virginia","Southeast Region","Antwerp, Belgium","Western Europe","Belgium","GERMERSHEIM","Maritime","CMA CGM OTELLO","0LB60",9299628,1,28,"34720 PCS","7 CM",329662,329.662,"329662 KG",NA,NA,1,"Immediate Transportation (IT)",14,NA,2020-05-18
"286",189764900,"BANQGDY0126081",2020-05-17,"Eagle Distributors","1111 N TAFT AV BERKELEY COOK IL LINOIS UNITED STATES TELEX: 60163","1111 North Taft Avenue","Berkeley","Illinois","60163","United States",27907712,"EAGLE DISTRIBUTORS,INC. 1111 N TAFT AVE BERKELEY IL 60163 US","Nestle Waters Polska","UL. DOMANIEWSKA 41 WARSAW, MAZOVIA 02-672","","","","","Poland",38157917,"NESTLE WATERS POLSKA S.A. UL.DOMANIEWSKA 32 WARSZAWA PL","BANQ - Blue Anchor America Line (Blue Anchor Line)","","","House","MAEU596671162","Poland","New York/Newark Area, Newark, New Jersey","New York Region","New York/Newark Area, Newark, New Jersey","New York Region","Bremerhaven, Germany","Western Europe","Germany","BREMERHAVEN","Maritime","MAERSK NIAMEY","018S",NA,1,10,"11664 CTN","2 X",105761,105.761,"105761 K",NA,NA,1,"",5,NA,2020-05-18
"287",184128128,"DNCYQDFDAL19C011",2020-01-01,"Texas Products","2932 RUGER DRIVE ROYSE CITY TX 75189 USA","2932 Ruger Drive","Royse City","Texas","75189","United States",46000559,"TEXAS PRODUCTS 2932 RUGER DR ROYSE CITY, TX 75189 USA","Zibo Xuanwang International","BUSINESS CTR NO.118 HUAGUANG","","","","","China",34049517,"ZIBO XUANWANG INTERNATIONAL TRADING ROOM 1402,DETAITANG BUSINESS CENTER, NO.118 HUAGUANG ROAD,ZHANGDIAN, ZIBO CITY","DNCY - Dynamic Network Container Line Ltd","TEXAS PRODUCTS 2932 RUGER DR., ROYSE CITY, TX 75189, USA","","House","MEDUQ0234136","China","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas","Southwest Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","QINGDAO, CHINA","Maritime","MAERSK ALFIRK","949N",9342516,1,1,"508 CTN","23 X",6651,6.651,"6651 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-03
"288",198826401,"ONEYSRGA23726406",2020-11-16,"Expeditors International","245 ROGER AV INWOOD NY 11096 USA","245 Roger Avenue","Inwood","New York","11096","United States",89456324,"","","","","","","","",NA,"","ONEY - Ocean Network Express Pte Ltd","Expeditors International WASHINGTON,INC., 800 RXR PLAZA 8TH FLOOR UNIONDALE N, Y 11556 US","E614","Simple","","Singapore","New York/Newark Area, Newark, New Jersey","New York Region","New York/Newark Area, Newark, New Jersey","New York Region","Singapore, Singapore","South-Eastern Asia","Singapore","SEMARANG","Maritime","YM WARMTH","025E",9704647,1,0.67,"2098 CTN","26 CM",2475,2.48,"2475 KG",122000,NA,1,"",1,NA,2020-11-17
"289",184128438,"GOAGQD19A06238",2020-01-01,"Designs Direct","930 2ND AVENUE DAYTON, KY 41074-1204","605 Philadelphia Street","Covington","Kentucky","41011","United States",33676907,"DESIGNS DIRECT LLC 605 PHILADELPHIA ST COVINGTON,KY 41 011 USA COVINGTON KY 41011 US","Xuzhou Goodluck Home","DALIZHUANG VILLAGE JIAWANG DISTRICT XUZHOU, JIANGSU 221011","","","Jiangsu","","China",33914759,"XUZHOU GOODLUCK HOME DECOR COMPANY LIMITED DALIZHUANG VILLAGE JIAWANG TOWN XUZHOU,JIANGSU,CHINA XUZHOU CN","GOAG - Global Ocean Agency Lines Llc","DESIGNS DIRECT LLC 605 PHILADELPHIA ST COVINGTON,KY 41, 011 USA, COVINGTON KY 41011 US","","House","HDMUQILB3250532","China","Port of Long Beach, Long Beach, California","Pacific Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","QINGDAO,CN","Maritime","MAERSK ALFIRK","949N",NA,1,2.25,"800 CTN","",8945,8.945,"8945 K",NA,NA,1,"",1,NA,2020-01-03
"290",198700431,"ONEYYGNA11841300",2020-11-13,"H & M Hennes & Mauritz Inc.","100 Porete Avenue, North Arlington, New Jersey, United States, 07031-5418","100 Porete Avenue","North Arlington","New Jersey","07031","United States",27819636,"H & M Hennes & Mauritz Inc. 100 Porete Avenue North Arlington New Jersey 07031-5418 United States","Hung Kiu (Myanmar) Garment","MANDALAY RD BAGO 08017 MM","","Bago City","Western Visayas","","Philippines",90030156,"HUNG KIU (MYANMAR) GARMENT  MANDALAY ROAD BAGO  08017 MM","ONEY - Ocean Network Express Pte Ltd","VANDEGRIFT FORWARDING CO., INC. 133-33 BROOKVILLE BL JAMAICA NY 114, 22 US","E614","Simple","","Philippines","New York/Newark Area, Newark, New Jersey","New York Region","New York/Newark Area, Newark, New Jersey","New York Region","Singapore, Singapore","South-Eastern Asia","Singapore","YANGON","Maritime","SEASPAN GANGES","020E",9630365,1,2,"660 CTN","61 CM",7772,7.77,"7772 KG",148000,NA,1,"",1,NA,2020-11-14
"291",184128728,"COHECTASE9114659",2020-01-01,"Dexter Axle","500 S. 7TH STREET. 46701 ALBION, IN","500 South 7th Street","Albion","Indiana","46701","United States",27854544,"DEXTER AXLE CO 500 S. 7TH STREET ALBION IN 46701 UNITED STATES ALBION IN 46701 US","Shandong Haoxin Machinery Co., Ltd.","CO. LTD. WEIZI TOWN CHANGYI CITY SHANDONG PROVINCE CHINA","","Weifang","Shandong","","China",15737051,"SHANDONG HAOXIN MACHINERY CO LTD HAOXIN INDUSTRY PARK,WEIZI TOWN CHANGYI SHANGDONG . CHINA CHANGYI . CN","COHE - Cohesion Freight (Hk) Limited","DEXTER AXLE CO 500 S. 7TH STREET ALBION IN 46701, UNITED STATES, ALBION IN 46701 US","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUQ0225167","China","Dallas/Fort Worth International Airport, Dallas/Ft. Worth Airport, Texas","Southwest Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","QINGDAO","Maritime","MAERSK ALFIRK","949N",NA,1,1,"363 PCS","",16600,16.6,"16600 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-03
"292",199015071,"EGLV149006003248",2020-11-18,"","","","","","","",NA,"","","","","","","","",NA,"","EGLV - Evergreen Line","","","Simple","","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN, CHINA","Maritime","EVER FAITH","1165E",9850525,1,2,"1807 CTN","71 X",6492,6.49,"6492 K",NA,NA,1,"",1,NA,2020-11-19
"293",184129068,"OERT205702I04768",2020-01-01,"Cq Sourcing Inc.","4721 HARGROVE RD RALEIGH NC 27616 USA","4721 Hargrove Road","Raleigh","North Carolina","27616","United States",27926168,"CQ SOURCING, INC. 4721 HARGROVE RD RALEIGH,NC 27616 ATTN:ISRAEL LONG TEL:919-573-2330 EMAIL:ISRAEL.LONG@ADVANCE-AUTO.COM","Shandong Longji Machinery","EXPORT ORIENTED ECONOMIC DEVT ZONE LONGKOU, SHANDONG 265716","","","Shandong","","China",44356357,"SHANDONG LONGJI MACHINERY CO.,LTD. LONGKOU ECONOMIC DEVELOPMENT ZONE LONGKOU CITY SHANDONG,CHINA 265716 TEL:86-535-8881898  FAX:86-535-","OERT - Orient Express Container Co Ltd","VANDEGRIFT,BALTIMORE,MD 20 SOUTH CHARLES STREET,SUITE 501, BALTIMORE,MARYLAND 21201 ATTN:, KAREN MCLEOD PHONE","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUQ0233732","China","Illinois International Port District, Chicago, Illinois","North Central Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","QINGDAO","Maritime","MAERSK ALFIRK","949N",9342516,1,1,"17 PKG","18 CM",16893,16.893,"16893 KG",NA,NA,33546,"Immediate Transportation (IT)",1,NA,2020-01-03
"294",184129388,"UEUR7158859752",2020-01-01,"Harper Engineering Co.","8320 S 208TH ST SUITE H106 KENT WA 98032 US","8320 South 208th Street","Kent","Washington","98032","United States",35551369,"HARPER ENGINEERING COMPANY 8320 S 208TH STREET SUITE H106 KENT WA98032 US","Toray Advanced Composites Netherlan","G. VAN DER MUELENWEG 2 NIJVERDAL 7443 RE NLMARLIES VELDHUIS","2 G. van der Muelenweg","Nijverdal","Overijssel","7443 RE","Netherlands",66918213,"TORAY ADVANCED COMPOSITES NETHERLAN G. VAN DER MUELENWEG 2 NIJVERDAL 7443 RE NLA","UEUR - Ups Europe Sprl","","","House","ACLUSA00465751","Netherlands","New York, New York","New York Region","New York, New York","New York Region","Rotterdam, Netherlands","Western Europe","Netherlands","ROTTERDAM","Maritime","PALENA","PLE03",9306196,1,0.56,"2 CRT","",673,0.673,"673 KG",151000,NA,363728,"",1,1,2020-01-03
"295",184129418,"SDBJC600214432",2020-01-01,"Pomogranit","8758 CLAY RD #410 HOUSTON TX 77080 US","8758 Clay Road","Houston","Texas","77080","United States",39219387,"POMOGRANIT 8758 CLAY ROAD #410 HOUSTON TX77080 US","Euro Roca SA","PGNO. IND. LAS GANDARAS DE B. S/N PONTEVEDRA","","","","","Spain",59922789,"EURO ROCA, S.L. P.I. GANDARAS DE BUDINO S/N PORRINO 36400 ES","SDBJ - Savino Del Bene Usa Inc","EURO ROCA, S.L. P.I. GANDARAS DE BUDINO S/N, PORRINO 36400 ES","","House","MEDUVG136710","Spain","Houston, Houston, Texas","Southwest Region","Houston, Houston, Texas","Southwest Region","Vigo, Spain","Western Europe","Spain","PORRINO","Maritime","MSC JUDITH","948",NA,1,1,"7 CTN","",23460,23.46,"23460 KG",NA,NA,348030,"",1,NA,2020-01-03
"296",184129978,"KLSQTAOCH1912036",2020-01-01,"Bac Products Inc.","9118 SWEETBRUSH DRIVE HOUSTON TX 77064 US","9822 Whithorn Drive","Houston","Texas","77095","United States",27904005,"BSD PRODUCTS,INC 2550 N LOOP FWY.#108 HOUSTON,TX,77092,US","Shandong New Star Foodstuffs","EAST OF PROVINCIAL RD 225 LAHANG VILLAGE CHANGLING TOWN JU COUNTY SHANDONG CHANGLI SD CN","","","","","China",34414879,"SHANDONG NEW STAR FOODSTUFFS CO.,LT EAST OF PROVINCIAL ROAD 225,LAHANG JU COUNTY,SHANDONG,276500,CN","KLSQ - Kwise Logistics (Shandong) Co Ltd","","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUQ0215945","China","Port of Long Beach, Long Beach, California","Pacific Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","QINGDAO","Maritime","MAERSK ALFIRK","949N",9342516,1,2,"882 CTN","",18650,18.65,"18650 KG",57300,NA,5759,"",1,NA,2020-01-03
"297",184130038,"TONRQD1912005B",2020-01-01,"Tablecraft Products","801 LAKESIDE DRIVE GURNEE, IL 60031","801 Lakeside Drive","Gurnee","Illinois","60031","United States",27855759,"TABLECRAFT PRODUCTS CO., INC. 801 LAKESIDE DRIVE GURNEE IL 60031 US GURNEE IL 60031 US GURNEE               IL60031     US","Henry Foodservice Products Co., Ltd.","47 QUTANGXIA RD QINGDAO CHINA 266002","47 Qu Tang Xia Lu","Qingdao Shi","Shandong Sheng","","China",25609021,"HENRY FOODSERVICE PRODUCTS CO LTD 157 YANHE RD. BUILDING 2 QINGDAO ECONIMIC &TECHNOLOGICAL DEVELOPMENT QINGDAO   CN QINGDAO                          CN","TONR - Transcon Shipping Company Inc","","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUQ0212157","China","Illinois International Port District, Chicago, Illinois","North Central Region","Port of Long Beach, Long Beach, California","Pacific Region","All Other Peoples Republic of China Ports, China","Eastern Asia","China","QINGDAO","Maritime","MAERSK ALFIRK","949N",9342516,1,0.39,"155 CTN","10 X",1524,1.524,"1524 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-03
"298",184130798,"NNRG17610001917",2020-01-01,"Miraclon Columbus Dc Plant F106","MIRACLON CORPORATION 4585 CARGO DR COLUMBUS GA 31907 USA","4585 Cargo Drive","Columbus","Georgia","31907","United States",63732720,"MIRACLON COLUMBUS DC PLANT F106 MIRACLON CORPORATION 4585 CARGO DR COLUMBUS GA 31907 USA","Miraclon Japan Supply Co.","5-29-20 SHIBA MINATO-KU TOKYO 108-0014","","Minato City","Tōkyō-to","108-0014","Japan",70635506,"MIRACLON JAPAN SUPPLY COMPANY 5-29-20, SHIBA, MINATO-KU, TOKYO 108-0014","NNRG - Nnr Global Logistics","","","House","ONEYTY8NL2644400","Japan","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Georgia Ports Authority, Savannah, Georgia","Southeast Region","Tokyo, Japan","Eastern Asia","Japan","YOKOHAMA","Maritime","NORTHERN JAMBOREE","102E",NA,1,1,"44 PKG","",3289,3.289,"3289 K",NA,NA,1,"",1,NA,2020-01-03
"299",184131098,"MTSGHOU190018257",2020-01-01,"Borusan Mannesmann","363 NORTH SAM HOUSTON PARKWAY EAST SUITE 1700 HOUSTON, TX 77060","363 North Sam Houston Parkway East","Houston","Texas","77060","United States",28205668,"BORUSAN MANNESMAN PIPE US INC 363 NORTH SAM HOUSTON PARKWAY EAST SUITE 1700 HOUSTON,TEXAS 77060 USA HOUSTON77060     US","","","","","","","",NA,"","MTSG - Mts Logistics Inc","WIELAND KESSLER 500 GREEN STREET, WOOD BRIDGE NJ 07095 US, WOOD BRIDGE          NJ07095     US","MEDU - Msc Meditterranean Shipping Company Sa","House","MEDUGF655518","Portugal","Houston, Houston, Texas","Southwest Region","Houston, Houston, Texas","Southwest Region","Porto De Sines, Portugal","Western Europe","Portugal","GEMLIK, TURKEY","Maritime","MSC JUDITH","948W",9299549,1,2,"13 BDL","",11800,11.8,"11800 K",8900,NA,1,"",1,NA,2020-01-03
"300",184131628,"MEDUBC621688",2020-01-01,"The Dow Chemical Co. Exel Logis","8833 CITYPARK LOOP HOUSTON TX 77013 UNITED STATES","8833 Citypark Loop","Houston","Texas","77013","United States",27877009,"THE DOW CHEMICAL COMPANY EXEL LOGIS 8833 CITYPARK LOOP HOUSTON TX 77013 UNITED STATES","Chemiprats Sl","C/ GRANIT 24 TARRAGONA 43006 SPAIN","","","","","Spain",45758074,"CHEMIPRATS C/GRANIT 24 TARRAGONA CT 43006 SPAIN","MEDU - Msc Meditterranean Shipping Company Sa","GEODIS USA, INC. THE NAVY YARD 5101 S. BROAD STREET, PHILADELPHIA PA 19112 UNITED STATES","","Simple","","Spain","Houston, Houston, Texas","Southwest Region","Houston, Houston, Texas","Southwest Region","Barcelona, Spain","Western Europe","Spain","TARRAGONA, SPAIN","Maritime","MSC JUDITH","948W",9299549,1,2,"20 BAG","37 X",20500,20.5,"20500 K",58000,NA,1,"",1,NA,2020-01-03
"301",184131838,"MEDUQ0106870",2020-01-01,"Ignite USA","3600 N HYDRAULIC KS WICHITA KS 67219-3598 UNITED STATES","3600 North Hydraulic Avenue","Wichita","Kansas","67219","United States",27803096,"IGNITE USA, LLC 3600 N HYDRAULIC KS WICHITA KS 67219-3598 UNITED STATES","Sinoglass Housewares Co., Ltd.","26/F FLOOR EAST TOWER TRIUMPH PLAZA 43 DONG HAI XI RD QINGDAO CHINA","","Qingdao","Shandong","","China",2594329,"SINOGLASS HOUSEWARES CO.,LTD. HONG SHI YA TOWN, ECONOMIC AND TECH QINGDAO 37 266071 CHINA","MEDU - Msc Meditterranean Shipping Company Sa","EXPEDITORS INTERNATIONAL OF WASHING 610 LAMBERT POINTE DR, HAZELWOOD MO 63042 UNITED STATES","","Simple","","China","Port Of Entry-Kansas City, Kansas City, Missouri","North Central Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","QINGDAO","Maritime","MAERSK ALFIRK","949N",9342516,1,2,"7125 CTN","64 X",9447,9.447,"9447 K",NA,NA,1,"Immediate Transportation (IT)",1,NA,2020-01-03
"302",198781961,"CMDUSHZ3073351A",2020-11-13,"Williams Sonoma Singapore Pte., Ltd.","151 UNION ST SAN FRANCISCO CA 94111","151 Union Street","San Francisco","California","94111","United States",27821329,"WILLIAMS-SONOMA SINGAPORE, PTE LTD 7755 POLK LANE OLIVE BRANCH MS 38654 UNITED STATES TEL:1-6628925523,FAX:1-9015465846","Damco","MA TAU WAI RD 21 BLKC ELDEX IND BLDG KOWLOON TEHONG KONG CHINA","","","","","China",39786015,"DAMCO ON BEHALF OF UCP INTERNATIONAL CO LTD MA TAU WAI ROAD 21 BLK C, 3/F ELDEX IND BLDG, KOWLOON TEHONG KONG CHINA","CMDU - Cma Cgm","Expeditors International WASHINGTON INC, 6005 FREEPORT AVENUE, SUITE 102, MEMPHIS, TN - 38141,, TET:9013629771/F:9013621210  ;  DAMCO USA INC (CHARLOTTE) 9300 ARROWPOINT BLVD 28273, CHARLOTTE UNITED STATES","","Simple","","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN","Maritime","EVER LEARNED","0TE7M",9604108,1,1.03,"2610 PCS","",8600,8.6,"8600 KG",NA,NA,1,"",1,1,2020-11-16
"303",198893141,"IBRNJ0T1DL8B4XJB",2020-11-16,"","","","","","","",89779972,"","Wang Zhang Jiang","JIAANDA BLDG NO 11 SHENZHEN GUANGDONG","Huafan Road","Shenzhen Shi","Guangdong Sheng","","China",75531553,"WANG ZHANG JIANG JIAANDA BUILDING NO 110 HUAFAN R SHENZHEN, GUANGDONG","IBRN","","ZIMU - Zim Integrated Shipping Services Ltd","House","ZIMUSHH30320894","China","The Port of Los Angeles, Los Angeles, California","Pacific Region","The Port of Los Angeles, Los Angeles, California","Pacific Region","Yantian, China","Eastern Asia","China","YANTIAN,CHINA","Maritime","ZIM SAO PAOLO","13E",NA,1,0,"1 PCS","",1,0,"1 KG",NA,NA,1000,"",1,1,2020-11-17
"304",184131868,"MEDUQ0213817",2020-01-01,"Northwest Hardwoods","1313 BROADWAY SUITE 300 TACOMA, WA 98402","820 A Street","Tacoma","Washington","98402","United States",27837332,"NORTHWEST HARDWOODS, INC. 1313 BROADWAY, SUITE 300 TACOMA WA 98402 UNITED STATES","Lianyungang Orient Timber Co., Ltd.","HEIQIAO INDUSTRY ZONE HUAGUOSHAN LIANYUNGANG JIANGSU 222061","","Lianyungang","Jiangsu","222061","China",27767024,"LIANYUNGANG ORIENT TIMBER CO.,LTD. NO.8835 C-BUILDING THE FIRST-CLASS LIANYUNGANG 32 210000 CHINA","MEDU - Msc Meditterranean Shipping Company Sa","EXPEDITORS INTERNATIONAL OF WASHING 19119 16TH AVE. S., SEATTLE WA 98188 UNITED STATES  ;  NORTHWEST HARDWOODS, INC. 1313 BROADWAY, SUITE 300, TACOMA WA 98402 UNITED STATES","","Simple","","China","Port of Long Beach, Long Beach, California","Pacific Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","LIANYUNGANG, CHIN","Maritime","MAERSK ALFIRK","949N",9342516,1,2,"24 PKG","43 X",22577,22.577,"22577 K",NA,NA,1,"",1,NA,2020-01-03
"305",184131878,"MEDUQ0219319",2020-01-01,"Cil Freight Inc.","1990 LAKESIDE PARKWAY STE 300 TUCKER GA 30084","1990 Lakeside Parkway","Tucker","Georgia","30084","United States",32406465,"","","","","","","","",NA,"","MEDU - Msc Meditterranean Shipping Company Sa","CIL FREIGHT INC . 5161 RICHTON STREET, MONTCLAIR CA 91763 UNITED STATES","","Simple","","China","Port of Long Beach, Long Beach, California","Pacific Region","Port of Long Beach, Long Beach, California","Pacific Region","Tsingtao, China","Eastern Asia","China","QINGDAO","Maritime","MAERSK ALFIRK","949N",9342516,1,1,"960 ROL","25 X",19040,19.04,"19040 K",15500,NA,1,"",1,NA,2020-01-03
"306",198810651,"OOLU2116418440",2020-11-15,"Kumho Petrochemical","10-14/F, SIGNATURE TOWER 100 CHEONGGYECHEON-RO JUNG-GU SEOUL 04542","","","","","South Korea",46001960,"KUMHO P&B CHEMICALS INC EAST WING 8 FLOOR SIGNATURE TOWERS SEOUL SOUTH KOREA TE69613490 69613490","","","","","","","",NA,"","OOLU - Orient Overseas Container Line Ltd","KUMHO P&B CHEMICALS INC EAST WING 8 FLOOR SIGNATURE TOWERS, SEOUL ., SOUTH KOREA","","Simple","","Canada","Port of Seattle, Seattle, Washington","Pacific Region","Port of Seattle, Seattle, Washington","Pacific Region","Vancouver, BC, Canada","North America","Canada","MONTREAL","Maritime","OOCL NEW YORK","073E",9198109,1,3,"3 TNK","",61280,61.28,"61280 KG",215000,1,397526,"",3,NA,2020-11-16
"307",189765680,"CBXWSZ20030070",2020-05-15,"Olem Shoe","10494 SW 72 STREET MIAMI FL 33173 MIAMI","800 Northwest 21st Street","Miami","Florida","33127","United States",33517239,"OLEM SHOE CORPORATION 800 N.W. 21ST STREET, MIAMI, FL 33127 MIAMI FL33127 US","Sanhe Shoes Industries","5/F NO.B JINXIN BLDG 129 JINSH EAST RD SHANTOU CHINA 86","","Shantou","Guangdong","","China",44392385,"SANHE SHOES INDUSTRY CO.,LIMITED 5/F NO.B JINXIN BUILDING, 129 JINSHA EAST ROAD SHANTOU,CHINA SHANTOU 515000 CN","CBXW - Caribex Worldwide Inc","OLEM SHOE CORPORATION 800 N.W. 21ST STREET, MIAMI, FL, 33127, MIAMI FL33127 US","CMDU - Cma Cgm","House","CMDUHKA1861541","China","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Port Of Entry-Miami Seaport, Miami, Florida","Southeast Region","Shekou, China","Eastern Asia","China","SHEKOU CHINA","Maritime","CMA CGM BIANCA","0PG6F",9436367,1,6,"1675 CTN","",15431,15.431,"15431 K",NA,NA,1,"",3,NA,2020-05-16
